,Unnamed: 0.1,Unnamed: 0,custAge,class,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,label
1253,1253,1253,51.0,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,no,1
1254,1254,1254,42.0,entrepreneur,married,basic.9y,no,no,no,cellular,oct,wed,3,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,999.0,0,no,2
1255,1255,1255,43.0,blue-collar,married,,no,yes,no,cellular,may,,7,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,no,1
1256,1256,1256,41.0,blue-collar,divorced,,no,unknown,unknown,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,no,1
1257,1257,1257,,management,married,,no,yes,yes,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no,4
1258,1258,1258,47.0,blue-collar,married,,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,1
1259,1259,1259,39.0,housemaid,divorced,basic.9y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999.0,0,no,3
1260,1260,1260,39.0,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,1
1261,1261,1261,33.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999.0,0,no,0
1262,1262,1262,40.0,services,divorced,high.school,no,no,yes,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,no,7
1263,1263,1263,,blue-collar,divorced,basic.4y,unknown,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,1
1264,1264,1264,38.0,services,married,,no,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,no,7
1265,1265,1265,39.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,0
1266,1266,1266,28.0,admin.,married,basic.9y,unknown,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,0
1267,1267,1267,,admin.,single,basic.9y,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no,0
1268,1268,1268,33.0,admin.,married,basic.9y,no,yes,yes,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,0
1269,1269,1269,76.0,management,married,unknown,no,no,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,999.0,0,no,4
1270,1270,1270,60.0,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,0
1271,1271,1271,29.0,technician,single,professional.course,no,yes,no,cellular,jun,wed,2,6,1,success,-1.7,94.055,-39.8,0.704,4991.6,0.2,5,yes,9
1272,1272,1272,33.0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,0
1273,1273,1273,,blue-collar,single,basic.9y,no,yes,no,cellular,jul,,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,1
1274,1274,1274,,admin.,married,high.school,no,no,no,cellular,jul,thu,2,10,2,success,-1.7,94.215,-40.3,0.782,4991.6,0.333333333,0,yes,0
1275,1275,1275,,self-employed,married,,no,yes,yes,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,6
1276,1276,1276,,unknown,married,unknown,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,11
1277,1277,1277,,student,married,university.degree,no,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,8
1278,1278,1278,42.0,technician,single,unknown,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,9
1279,1279,1279,29.0,student,single,,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,-2.9,92.469,-33.6,1.018,5076.2,999.0,0,yes,8
1280,1280,1280,30.0,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,no,1
1281,1281,1281,36.0,housemaid,divorced,basic.9y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,3
1282,1282,1282,,admin.,divorced,,no,no,yes,cellular,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,0
1283,1283,1283,,management,married,university.degree,no,yes,no,telephone,aug,tue,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,999.0,0,yes,4
1284,1284,1284,30.0,blue-collar,married,,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,1
1285,1285,1285,,admin.,single,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,0
1286,1286,1286,,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,999.0,0,no,1
1287,1287,1287,30.0,admin.,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,999.0,0,no,0
1288,1288,1288,32.0,technician,married,professional.course,no,no,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999.0,0,no,9
1289,1289,1289,53.0,entrepreneur,married,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,2
1290,1290,1290,29.0,student,single,professional.course,no,yes,yes,cellular,nov,thu,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,0.233333333,2,yes,8
1291,1291,1291,,blue-collar,single,high.school,no,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999.0,1,no,1
1292,1292,1292,,retired,married,professional.course,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,999.0,0,yes,5
1293,1293,1293,43.0,blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,no,1
1294,1294,1294,,blue-collar,divorced,,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,1
1295,1295,1295,36.0,blue-collar,married,,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no,1
1296,1296,1296,33.0,blue-collar,divorced,basic.9y,no,no,yes,telephone,may,thu,6,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999.0,3,no,1
1297,1297,1297,36.0,blue-collar,married,,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,no,1
1298,1298,1298,,technician,married,,no,no,yes,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.726,5099.1,999.0,0,yes,9
1299,1299,1299,28.0,management,single,,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,999.0,0,no,4
1300,1300,1300,,services,married,high.school,no,yes,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,7
1301,1301,1301,33.0,admin.,married,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999.0,0,no,0
1302,1302,1302,33.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,0
1303,1303,1303,,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no,1
1304,1304,1304,55.0,retired,married,,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,5
1305,1305,1305,52.0,entrepreneur,divorced,high.school,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,yes,2
1306,1306,1306,32.0,technician,single,university.degree,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999.0,0,no,9
1307,1307,1307,54.0,management,married,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,no,4
1308,1308,1308,48.0,blue-collar,married,,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,1
1309,1309,1309,43.0,technician,divorced,,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no,9
1310,1310,1310,,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no,1
1311,1311,1311,36.0,blue-collar,married,,unknown,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,1
1312,1312,1312,41.0,technician,married,,no,yes,no,cellular,nov,fri,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,9
1313,1313,1313,45.0,blue-collar,married,,no,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,yes,1
1314,1314,1314,37.0,technician,married,professional.course,unknown,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,9
1315,1315,1315,57.0,management,divorced,professional.course,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,yes,4
1316,1316,1316,30.0,services,divorced,,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,no,7
1317,1317,1317,52.0,blue-collar,married,basic.6y,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,1
1318,1318,1318,28.0,technician,single,professional.course,no,yes,yes,cellular,may,,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,no,9
1319,1319,1319,26.0,admin.,single,university.degree,no,yes,no,telephone,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999.0,0,no,0
1320,1320,1320,36.0,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jul,mon,14,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,1
1321,1321,1321,36.0,services,married,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,7
1322,1322,1322,33.0,technician,single,professional.course,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,9
1323,1323,1323,47.0,management,married,,no,yes,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,no,4
1324,1324,1324,,admin.,married,university.degree,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,yes,0
1325,1325,1325,51.0,management,married,high.school,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,4
1326,1326,1326,35.0,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,1
1327,1327,1327,45.0,self-employed,divorced,,no,yes,no,telephone,aug,mon,1,999,1,failure,-1.7,94.027,-38.3,0.891,4991.6,999.0,2,no,6
1328,1328,1328,47.0,admin.,married,basic.6y,unknown,yes,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,999.0,3,no,0
1329,1329,1329,39.0,entrepreneur,married,unknown,no,yes,yes,cellular,may,,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,no,2
1330,1330,1330,57.0,self-employed,married,,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,6
1331,1331,1331,39.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,1
1332,1332,1332,33.0,technician,married,,no,yes,yes,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,9
1333,1333,1333,31.0,entrepreneur,married,,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,2
1334,1334,1334,43.0,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,no,1
1335,1335,1335,24.0,management,single,university.degree,no,no,yes,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,999.0,0,no,4
1336,1336,1336,45.0,housemaid,married,professional.course,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,3
1337,1337,1337,33.0,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,no,1
1338,1338,1338,30.0,management,single,,no,no,no,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,999.0,0,no,4
1339,1339,1339,52.0,self-employed,married,university.degree,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,6
1340,1340,1340,,student,single,high.school,no,no,no,telephone,oct,,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,999.0,0,no,8
1341,1341,1341,49.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,1
1342,1342,1342,29.0,admin.,divorced,,no,no,yes,cellular,nov,wed,3,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,999.0,1,no,0
1343,1343,1343,,technician,married,basic.9y,no,no,yes,cellular,nov,,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,999.0,2,no,9
1344,1344,1344,32.0,management,single,,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,4
1345,1345,1345,36.0,blue-collar,single,basic.9y,no,no,yes,telephone,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no,1
1346,1346,1346,54.0,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,9
1347,1347,1347,35.0,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,no,0
1348,1348,1348,,technician,single,basic.9y,no,no,yes,cellular,may,mon,1,12,1,success,-1.8,92.893,-46.2,1.299,5099.1,0.4,1,yes,9
1349,1349,1349,62.0,retired,single,,no,yes,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,999.0,0,no,5
1350,1350,1350,55.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,1
1351,1351,1351,,unemployed,married,,no,yes,no,cellular,may,,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,no,10
1352,1352,1352,,student,single,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,8
1353,1353,1353,25.0,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,7,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,no,1
1354,1354,1354,36.0,admin.,single,university.degree,no,no,no,cellular,may,,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,999.0,0,no,0
1355,1355,1355,34.0,technician,married,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,9
1356,1356,1356,57.0,services,divorced,,no,no,no,cellular,may,thu,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,no,7
1357,1357,1357,,self-employed,single,university.degree,no,no,no,cellular,apr,,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,999.0,0,no,6
1358,1358,1358,30.0,services,single,university.degree,no,yes,no,cellular,nov,,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,7
1359,1359,1359,28.0,services,married,high.school,no,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,7
1360,1360,1360,37.0,blue-collar,married,,no,yes,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,1
1361,1361,1361,36.0,entrepreneur,married,,unknown,no,no,telephone,jun,wed,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no,2
1362,1362,1362,44.0,technician,single,unknown,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,9
1363,1363,1363,47.0,technician,married,,no,yes,no,cellular,aug,thu,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,no,9
1364,1364,1364,,management,married,,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,4
1365,1365,1365,44.0,blue-collar,single,,no,yes,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,999.0,0,no,1
1366,1366,1366,38.0,entrepreneur,married,professional.course,no,yes,yes,cellular,jun,tue,2,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,999.0,1,no,2
1367,1367,1367,36.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,1
1368,1368,1368,31.0,blue-collar,single,professional.course,no,no,yes,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,1
1369,1369,1369,,admin.,single,university.degree,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,0
1370,1370,1370,30.0,management,single,,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,4
1371,1371,1371,28.0,admin.,married,high.school,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,999.0,0,no,0
1372,1372,1372,25.0,services,single,,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,no,7
1373,1373,1373,,admin.,married,university.degree,no,no,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,0
1374,1374,1374,,technician,married,basic.9y,no,yes,no,telephone,jun,,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,no,9
1375,1375,1375,34.0,technician,married,high.school,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,999.0,0,no,9
1376,1376,1376,,technician,married,professional.course,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,999.0,0,no,9
1377,1377,1377,33.0,management,married,,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,4
1378,1378,1378,23.0,blue-collar,married,high.school,no,no,yes,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,no,1
1379,1379,1379,31.0,services,single,high.school,no,yes,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no,7
1380,1380,1380,,admin.,married,university.degree,no,no,no,cellular,aug,thu,2,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,999.0,3,no,0
1381,1381,1381,,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999.0,3,no,1
1382,1382,1382,28.0,technician,married,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,9
1383,1383,1383,31.0,services,married,high.school,no,no,yes,telephone,jun,,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,no,7
1384,1384,1384,52.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,1
1385,1385,1385,36.0,services,married,basic.9y,no,no,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,no,7
1386,1386,1386,,technician,single,professional.course,no,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,9
1387,1387,1387,39.0,technician,single,university.degree,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,999.0,0,no,9
1388,1388,1388,32.0,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,999.0,0,no,1
1389,1389,1389,,technician,married,,no,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,9
1390,1390,1390,39.0,technician,married,,no,yes,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,9
1391,1391,1391,43.0,technician,single,professional.course,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,9
1392,1392,1392,54.0,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,1
1393,1393,1393,38.0,student,single,unknown,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,999.0,0,no,8
1394,1394,1394,32.0,management,single,university.degree,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,999.0,0,no,4
1395,1395,1395,27.0,technician,married,,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,9
1396,1396,1396,58.0,retired,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,5
1397,1397,1397,38.0,blue-collar,married,high.school,unknown,yes,no,cellular,may,wed,2,7,1,success,-1.8,92.893,-46.2,1.334,5099.1,0.233333333,1,yes,1
1398,1398,1398,34.0,management,married,university.degree,no,yes,no,telephone,jun,thu,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,no,4
1399,1399,1399,29.0,technician,single,university.degree,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no,9
1400,1400,1400,38.0,admin.,married,high.school,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,no,0
1401,1401,1401,35.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,1
1402,1402,1402,35.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,1
1403,1403,1403,45.0,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,1
1404,1404,1404,49.0,entrepreneur,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,2
1405,1405,1405,,technician,married,high.school,no,no,yes,cellular,oct,thu,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,999.0,0,yes,9
1406,1406,1406,,services,single,high.school,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,7
1407,1407,1407,,technician,single,high.school,no,no,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,no,9
1408,1408,1408,45.0,technician,married,university.degree,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,9
1409,1409,1409,31.0,technician,single,,no,no,no,telephone,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,9
1410,1410,1410,,management,divorced,university.degree,no,unknown,unknown,telephone,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,4
1411,1411,1411,,admin.,married,basic.9y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,yes,0
1412,1412,1412,,technician,married,university.degree,no,yes,no,cellular,aug,,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,yes,9
1413,1413,1413,46.0,admin.,married,university.degree,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,0
1414,1414,1414,35.0,blue-collar,single,unknown,no,no,no,telephone,jun,,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,1
1415,1415,1415,,retired,married,,unknown,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,5
1416,1416,1416,46.0,technician,married,professional.course,no,no,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,9
1417,1417,1417,53.0,entrepreneur,married,basic.4y,unknown,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,2
1418,1418,1418,44.0,housemaid,married,,unknown,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,3
