,label
2998,2
2999,0
3000,0
3001,2
3002,2
3003,1
3004,0
3005,1
3006,0
3007,0
3008,1
3009,0
3010,0
3011,1
3012,0
3013,2
3014,1
3015,0
3016,0
3017,1
3018,0
3019,0
3020,0
3021,2
3022,0
3023,2
3024,0
3025,0
3026,2
3027,0
3028,0
3029,0
3030,2
3031,1
3032,0
3033,1
3034,0
3035,0
3036,0
3037,2
3038,0
3039,0
3040,0
3041,0
3042,0
3043,0
3044,0
3045,0
3046,0
3047,1
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,0
3055,0
3056,0
3057,2
3058,0
3059,0
3060,2
3061,0
3062,1
3063,2
3064,0
3065,1
3066,0
3067,0
3068,0
3069,0
3070,0
3071,0
3072,0
3073,0
3074,1
3075,0
3076,1
3077,1
3078,2
3079,0
3080,0
3081,1
3082,1
3083,0
3084,0
3085,1
3086,2
3087,0
3088,0
3089,0
3090,2
3091,2
3092,0
3093,0
3094,0
3095,1
3096,0
3097,0
3098,1
3099,1
3100,0
3101,0
3102,0
3103,0
3104,0
3105,0
3106,0
3107,0
3108,0
3109,0
3110,1
3111,2
3112,0
3113,0
3114,0
3115,0
3116,0
3117,0
3118,0
3119,0
3120,0
3121,0
3122,0
3123,1
3124,0
3125,0
3126,0
3127,2
3128,2
3129,1
3130,1
3131,0
3132,2
3133,1
3134,1
3135,1
3136,0
3137,2
3138,0
3139,1
3140,1
3141,2
3142,0
3143,1
3144,0
3145,2
3146,0
3147,1
3148,2
3149,0
3150,0
3151,1
3152,0
3153,1
3154,0
3155,0
3156,1
3157,2
3158,0
3159,1
3160,2
3161,0
3162,1
3163,0
3164,0
3165,0
3166,0
3167,1
3168,0
3169,0
3170,0
3171,0
3172,1
3173,0
3174,0
3175,0
3176,1
3177,0
3178,1
3179,0
3180,2
3181,0
3182,0
3183,0
3184,0
3185,0
3186,0
3187,0
3188,0
3189,0
3190,0
3191,1
3192,1
3193,1
3194,0
3195,1
3196,0
3197,0
3198,0
3199,0
3200,1
3201,0
3202,2
3203,0
3204,0
3205,0
3206,1
3207,1
3208,0
3209,1
3210,1
3211,2
3212,0
3213,1
3214,0
3215,2
3216,0
3217,2
3218,0
3219,0
3220,0
3221,1
3222,2
3223,2
3224,1
3225,2
3226,2
3227,1
3228,0
3229,0
3230,1
3231,0
3232,2
3233,2
3234,0
3235,1
3236,1
3237,0
3238,0
3239,0
3240,1
3241,2
3242,0
3243,0
3244,1
3245,2
3246,0
3247,0
3248,0
3249,0
3250,2
3251,0
3252,0
3253,1
3254,1
3255,2
3256,0
3257,2
3258,0
3259,0
3260,1
3261,0
3262,0
3263,0
3264,1
3265,0
3266,2
3267,2
3268,1
3269,0
3270,1
3271,2
3272,0
3273,0
3274,0
3275,2
3276,2
3277,2
3278,1
3279,1
3280,0
3281,1
3282,2
3283,2
3284,1
3285,1
3286,2
3287,2
3288,1
3289,2
3290,0
3291,1
3292,2
3293,2
3294,0
3295,0
3296,0
3297,0
3298,0
3299,2
3300,2
3301,0
3302,0
3303,0
3304,1
3305,1
3306,2
3307,2
3308,2
3309,1
3310,0
3311,0
3312,2
3313,0
3314,1
3315,2
3316,0
3317,1
3318,1
3319,2
3320,1
3321,2
3322,2
3323,2
3324,2
3325,2
3326,0
3327,1
3328,2
3329,1
3330,2
3331,0
3332,0
3333,2
3334,2
3335,0
3336,0
3337,1
3338,2
3339,2
3340,2
3341,0
3342,1
3343,1
3344,2
3345,0
3346,2
3347,1
3348,2
3349,1
3350,1
3351,2
3352,2
3353,0
3354,1
3355,2
3356,0
3357,1
3358,0
3359,2
3360,0
3361,0
3362,0
3363,0
3364,2
3365,0
3366,0
3367,1
3368,0
3369,2
3370,0
3371,0
3372,2
3373,2
3374,2
3375,1
3376,0
3377,1
3378,0
3379,1
3380,0
3381,2
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,2
3390,0
3391,1
3392,2
3393,0
3394,0
3395,2
3396,1
3397,0
3398,0
3399,1
3400,2
3401,0
3402,0
3403,0
3404,2
3405,2
3406,0
3407,0
3408,1
3409,0
3410,0
3411,2
3412,0
3413,0
3414,0
3415,0
3416,2
3417,0
3418,0
3419,2
3420,2
3421,1
3422,1
3423,1
3424,1
3425,1
3426,1
3427,0
3428,2
3429,0
3430,1
3431,1
3432,0
3433,1
3434,1
3435,0
3436,0
3437,1
3438,0
3439,0
3440,1
3441,0
3442,1
3443,0
3444,0
3445,0
3446,0
3447,2
3448,0
3449,2
3450,2
3451,2
3452,0
3453,1
3454,1
3455,0
3456,1
3457,2
3458,2
3459,0
3460,2
3461,1
3462,0
3463,2
3464,1
3465,0
3466,0
3467,0
3468,0
3469,0
3470,0
3471,2
3472,0
3473,0
3474,0
3475,2
3476,0
3477,2
3478,1
3479,1
3480,2
3481,1
3482,0
3483,2
3484,0
3485,1
3486,2
3487,0
3488,1
3489,1
3490,0
3491,1
3492,1
3493,0
3494,2
3495,0
3496,0
3497,2
3498,0
3499,1
3500,0
3501,1
3502,1
3503,2
3504,2
3505,0
3506,1
3507,2
3508,1
3509,0
3510,0
3511,0
3512,1
3513,1
3514,2
3515,0
3516,1
3517,2
3518,1
3519,1
3520,0
3521,1
3522,2
3523,2
3524,2
3525,1
3526,2
3527,2
3528,1
3529,1
3530,1
3531,0
3532,2
3533,1
3534,1
3535,2
3536,1
3537,2
3538,2
3539,0
3540,0
3541,1
3542,0
3543,0
3544,0
3545,0
3546,0
3547,1
3548,0
3549,1
3550,2
3551,0
3552,0
3553,0
3554,0
3555,2
3556,1
3557,1
3558,0
3559,0
3560,2
3561,0
3562,0
3563,0
3564,1
3565,2
3566,0
3567,0
3568,0
3569,0
3570,0
3571,1
3572,1
3573,1
3574,0
3575,0
3576,0
3577,0
3578,0
3579,1
3580,2
3581,0
3582,0
3583,2
3584,2
3585,0
3586,0
3587,2
3588,0
3589,1
3590,0
3591,1
3592,0
3593,0
3594,1
3595,1
3596,0
3597,0
3598,0
3599,1
3600,0
3601,1
3602,0
3603,1
3604,0
3605,1
3606,2
3607,1
3608,0
3609,2
3610,2
3611,0
3612,2
3613,0
3614,2
3615,0
3616,1
3617,0
3618,0
3619,0
3620,0
3621,0
3622,1
3623,0
3624,0
3625,0
3626,1
3627,1
3628,1
3629,0
3630,0
3631,2
3632,1
3633,2
3634,2
3635,1
3636,1
3637,0
3638,2
3639,0
3640,0
3641,0
3642,0
3643,0
3644,0
3645,2
3646,0
3647,0
3648,0
3649,1
3650,0
3651,0
3652,1
3653,2
3654,0
3655,0
3656,2
3657,0
3658,0
3659,0
3660,0
3661,2
3662,1
3663,2
3664,0
3665,0
3666,0
3667,0
3668,2
3669,0
3670,0
3671,0
3672,0
3673,1
3674,0
3675,0
3676,0
3677,0
3678,0
3679,0
3680,2
3681,2
3682,0
3683,0
3684,0
3685,0
3686,1
3687,0
3688,2
3689,0
3690,1
3691,2
3692,0
3693,0
3694,0
3695,0
3696,2
3697,0
3698,2
3699,0
3700,1
3701,0
3702,0
3703,1
3704,2
3705,0
3706,2
3707,0
3708,0
3709,2
3710,0
3711,0
3712,0
3713,0
3714,0
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,1
3722,0
3723,2
3724,2
3725,0
3726,0
3727,0
3728,0
3729,0
3730,2
3731,0
3732,1
3733,2
3734,0
3735,1
3736,0
3737,0
3738,1
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,1
3749,0
3750,1
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,1
3758,0
3759,0
3760,0
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,2
3771,0
3772,0
3773,2
3774,1
3775,0
3776,2
3777,1
3778,0
3779,0
3780,0
3781,1
3782,0
3783,0
3784,0
3785,1
3786,0
3787,2
3788,0
3789,0
3790,2
3791,0
3792,0
3793,1
3794,1
3795,1
3796,0
3797,0
3798,2
3799,1
3800,0
3801,0
3802,0
3803,0
3804,1
3805,0
3806,1
3807,1
3808,1
3809,0
3810,0
3811,2
3812,0
3813,0
3814,0
3815,1
3816,0
3817,0
3818,1
3819,0
3820,0
3821,0
3822,0
3823,0
3824,0
3825,1
3826,0
3827,1
3828,2
3829,1
3830,0
3831,1
3832,0
3833,0
3834,1
3835,0
3836,0
3837,0
3838,2
3839,0
3840,0
3841,0
3842,0
3843,0
3844,2
3845,2
3846,2
3847,0
3848,0
3849,0
3850,1
3851,1
3852,2
3853,2
3854,0
3855,0
3856,0
3857,0
3858,0
3859,0
3860,0
3861,2
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,1
3869,0
3870,0
3871,0
3872,1
3873,0
3874,1
3875,2
3876,2
3877,0
3878,0
3879,0
3880,0
3881,1
3882,0
3883,0
3884,1
3885,2
3886,0
3887,0
3888,1
3889,0
3890,0
3891,0
3892,0
3893,2
3894,0
3895,0
3896,2
3897,0
3898,0
3899,0
3900,0
3901,1
3902,0
3903,0
3904,1
3905,2
3906,0
3907,1
3908,1
3909,1
3910,0
3911,1
3912,0
3913,0
3914,0
3915,0
3916,2
3917,2
3918,1
3919,1
3920,1
3921,0
3922,0
3923,1
3924,2
3925,2
3926,0
3927,0
3928,0
3929,0
3930,2
3931,2
3932,1
3933,2
3934,2
3935,0
3936,1
3937,0
3938,2
3939,2
3940,0
3941,2
3942,2
3943,2
3944,2
3945,1
3946,1
3947,1
3948,2
3949,1
3950,0
3951,0
3952,0
3953,0
3954,0
3955,0
3956,0
3957,0
3958,2
3959,2
3960,1
3961,0
3962,1
3963,2
3964,2
3965,2
3966,1
3967,1
3968,2
3969,0
3970,0
3971,2
3972,2
3973,1
3974,2
3975,2
3976,0
3977,0
3978,0
3979,1
3980,1
3981,1
3982,1
3983,1
3984,0
3985,0
3986,1
3987,2
3988,0
3989,1
3990,0
3991,0
3992,0
3993,0
3994,0
3995,2
3996,0
3997,2
3998,1
3999,0
4000,1
4001,0
4002,0
4003,1
4004,1
4005,2
4006,1
4007,0
4008,2
4009,0
4010,1
4011,0
4012,1
4013,2
4014,1
4015,2
4016,1
4017,0
4018,2
4019,0
4020,0
4021,1
4022,1
4023,0
4024,1
4025,0
4026,1
4027,1
4028,1
4029,0
4030,1
4031,1
4032,0
4033,2
4034,2
4035,2
4036,2
4037,0
4038,0
4039,0
4040,1
4041,0
4042,2
4043,1
4044,0
4045,1
4046,0
4047,1
4048,1
4049,1
4050,1
4051,2
4052,0
4053,2
4054,0
4055,1
4056,1
4057,2
4058,0
4059,0
4060,0
4061,0
4062,0
4063,1
4064,1
4065,1
4066,0
4067,1
4068,1
4069,1
4070,1
4071,0
4072,2
4073,0
4074,1
4075,1
4076,0
4077,0
4078,2
4079,2
4080,2
4081,0
4082,2
4083,0
4084,1
4085,0
4086,0
4087,1
4088,0
4089,1
4090,0
4091,1
4092,0
4093,2
4094,2
4095,0
4096,0
4097,1
4098,0
4099,1
4100,1
4101,1
4102,1
4103,2
4104,0
4105,0
4106,2
4107,2
4108,1
4109,2
4110,2
4111,0
4112,2
4113,2
4114,0
4115,0
4116,1
4117,0
4118,0
4119,0
4120,0
4121,0
4122,1
4123,1
4124,2
4125,2
4126,0
4127,0
4128,1
4129,1
4130,0
4131,0
4132,0
4133,2
4134,0
4135,2
4136,0
4137,2
4138,2
4139,0
4140,1
4141,1
4142,0
4143,0
4144,2
4145,2
4146,0
4147,0
4148,0
4149,2
4150,0
4151,1
4152,0
4153,0
4154,2
4155,2
4156,0
4157,0
4158,2
4159,2
4160,0
4161,1
4162,0
4163,0
4164,0
4165,0
4166,0
4167,1
4168,1
4169,0
4170,0
4171,1
4172,0
4173,0
4174,2
4175,2
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0
4182,0
4183,1
4184,2
4185,2
4186,2
4187,0
4188,1
4189,0
4190,2
4191,0
4192,1
4193,2
4194,0
4195,0
4196,2
4197,2
4198,2
4199,0
4200,0
4201,2
4202,1
4203,0
4204,1
4205,2
4206,1
4207,1
4208,1
4209,0
4210,0
4211,1
4212,1
4213,2
4214,1
4215,0
4216,0
4217,2
4218,2
4219,0
4220,2
4221,0
4222,0
4223,1
4224,2
4225,0
4226,0
4227,0
4228,2
4229,0
4230,1
4231,2
4232,0
4233,1
4234,1
4235,1
4236,0
4237,1
4238,1
4239,0
4240,0
4241,2
4242,1
4243,1
4244,1
4245,0
4246,0
4247,2
4248,2
4249,2
4250,2
4251,1
4252,2
4253,0
4254,0
4255,0
4256,0
4257,1
4258,0
4259,1
4260,2
4261,2
4262,0
4263,0
4264,0
4265,1
4266,0
4267,0
4268,1
4269,1
4270,0
4271,1
4272,1
4273,0
4274,0
4275,1
4276,0
4277,2
4278,1
4279,2
4280,1
4281,2
4282,0
4283,2
4284,0
4285,0
4286,0
4287,0
4288,0
4289,0
4290,2
4291,2
4292,2
4293,1
4294,0
4295,0
4296,2
4297,0
4298,1
4299,0
4300,0
4301,0
4302,2
4303,1
4304,2
4305,2
4306,1
4307,0
4308,1
4309,2
4310,1
4311,0
4312,0
4313,0
4314,2
4315,0
4316,1
4317,1
4318,2
4319,2
4320,1
4321,2
4322,1
4323,1
4324,1
4325,0
4326,0
4327,0
4328,1
4329,2
4330,0
4331,2
4332,1
4333,1
4334,2
4335,2
4336,0
4337,1
4338,0
4339,1
4340,2
4341,0
4342,0
4343,2
4344,1
4345,1
4346,1
4347,0
4348,1
4349,1
4350,1
4351,1
4352,0
4353,0
4354,1
4355,0
4356,2
4357,2
4358,0
4359,2
4360,1
4361,1
4362,1
4363,0
4364,0
4365,2
4366,0
4367,2
4368,1
4369,2
4370,1
4371,1
4372,2
4373,1
4374,2
4375,0
4376,0
4377,1
4378,0
4379,0
4380,0
4381,2
4382,0
4383,1
4384,2
4385,2
4386,2
4387,1
4388,1
4389,1
4390,0
4391,1
4392,2
4393,0
4394,1
4395,1
4396,1
4397,1
4398,1
4399,1
4400,1
4401,1
4402,2
4403,0
4404,2
4405,0
4406,2
4407,0
4408,2
4409,0
4410,2
4411,1
4412,1
4413,1
4414,0
4415,0
4416,2
4417,1
4418,0
4419,2
4420,0
4421,2
4422,0
4423,0
4424,1
4425,2
4426,1
4427,1
4428,2
4429,1
4430,0
4431,1
4432,2
4433,1
4434,2
4435,0
4436,0
4437,0
4438,2
4439,1
4440,1
4441,1
4442,2
4443,1
4444,2
4445,1
4446,0
4447,2
4448,1
4449,2
4450,1
4451,0
4452,0
4453,0
4454,1
4455,0
4456,0
4457,2
4458,0
4459,0
4460,2
4461,0
4462,0
4463,0
4464,2
4465,2
4466,1
4467,0
4468,2
4469,2
4470,1
4471,0
4472,1
4473,0
4474,0
4475,0
4476,1
4477,1
4478,2
4479,2
4480,2
4481,0
4482,0
4483,2
4484,1
4485,2
4486,1
4487,1
4488,1
4489,0
4490,0
4491,1
4492,1
4493,1
4494,0
4495,0
4496,2
4497,0
4498,1
4499,0
4500,1
4501,2
4502,2
4503,0
4504,1
4505,1
4506,1
4507,1
4508,0
4509,1
4510,2
4511,2
4512,2
4513,1
4514,0
4515,0
4516,1
4517,2
4518,1
4519,1
4520,0
4521,0
4522,1
4523,1
4524,1
4525,2
4526,0
4527,2
4528,0
4529,0
4530,0
4531,2
4532,2
4533,0
4534,2
4535,2
4536,2
4537,1
4538,1
4539,2
4540,2
4541,1
4542,1
4543,2
4544,0
4545,1
4546,0
4547,1
4548,1
4549,1
4550,1
4551,1
4552,0
4553,0
4554,0
4555,0
4556,1
4557,2
4558,1
4559,0
4560,0
4561,0
4562,2
4563,1
4564,0
4565,0
4566,0
4567,2
4568,2
4569,0
4570,1
4571,0
4572,0
4573,1
4574,0
4575,0
4576,0
4577,1
4578,0
4579,0
4580,0
4581,1
4582,0
4583,0
4584,0
4585,0
4586,0
4587,2
4588,0
4589,1
4590,2
4591,1
4592,0
4593,2
4594,0
4595,1
4596,1
4597,2
4598,2
4599,1
4600,2
4601,2
4602,1
4603,1
4604,1
4605,2
4606,0
4607,0
4608,0
4609,0
4610,0
4611,2
4612,1
4613,2
4614,2
4615,1
4616,2
4617,2
4618,0
4619,0
4620,0
4621,1
4622,1
4623,0
4624,0
4625,0
4626,0
4627,2
4628,2
4629,0
4630,0
4631,0
4632,2
4633,0
4634,2
4635,0
4636,0
4637,2
4638,2
4639,0
4640,0
4641,0
4642,2
4643,2
4644,0
4645,1
4646,0
4647,0
4648,1
4649,2
4650,0
4651,2
4652,0
4653,0
4654,0
4655,0
4656,1
4657,0
4658,1
4659,0
4660,0
4661,1
4662,0
4663,1
4664,2
4665,2
4666,1
4667,2
4668,2
4669,0
4670,2
4671,0
4672,0
4673,0
4674,2
4675,1
4676,0
4677,0
4678,2
4679,2
4680,0
4681,1
4682,0
4683,0
4684,0
4685,1
4686,2
4687,0
4688,2
4689,0
4690,2
4691,0
4692,0
4693,0
4694,0
4695,0
4696,0
4697,1
4698,2
4699,2
4700,0
4701,0
4702,0
4703,0
4704,0
4705,0
4706,0
4707,0
4708,1
4709,0
4710,2
4711,0
4712,2
4713,1
4714,0
4715,2
4716,0
4717,0
4718,0
4719,0
4720,1
4721,0
4722,0
4723,1
4724,2
4725,0
4726,1
4727,1
4728,0
4729,0
4730,1
4731,2
4732,1
4733,2
4734,1
4735,0
4736,0
4737,0
4738,1
4739,0
4740,1
4741,1
4742,2
4743,0
4744,2
4745,1
4746,2
4747,0
4748,0
4749,2
4750,1
4751,0
4752,0
4753,0
4754,1
4755,0
4756,0
4757,2
4758,1
4759,0
4760,0
4761,1
4762,1
4763,0
4764,0
4765,0
4766,1
4767,2
4768,0
4769,2
4770,0
4771,2
4772,1
4773,1
4774,0
4775,2
4776,0
4777,2
4778,1
4779,1
4780,2
4781,0
4782,1
4783,0
4784,0
4785,1
4786,0
4787,0
4788,0
4789,0
4790,0
4791,2
4792,0
4793,0
4794,0
4795,0
4796,2
4797,1
4798,0
4799,0
4800,1
4801,2
4802,0
4803,0
4804,1
4805,0
4806,0
4807,2
4808,0
4809,0
4810,0
4811,0
4812,0
4813,0
4814,0
4815,0
4816,1
4817,0
4818,1
4819,1
4820,0
4821,0
4822,2
4823,2
4824,0
4825,2
4826,2
4827,1
4828,1
4829,1
4830,2
4831,2
4832,1
4833,1
4834,1
4835,0
4836,0
4837,0
4838,0
4839,0
4840,2
4841,1
4842,0
4843,0
4844,1
4845,2
4846,0
4847,0
4848,2
4849,1
4850,1
4851,0
4852,0
4853,1
4854,1
4855,0
4856,0
4857,0
4858,0
4859,0
4860,0
4861,1
4862,0
4863,0
4864,0
4865,0
4866,2
4867,2
4868,1
4869,1
4870,0
4871,0
4872,0
4873,1
4874,0
4875,2
4876,0
4877,0
4878,0
4879,0
4880,1
4881,0
4882,2
4883,0
4884,0
4885,1
4886,0
4887,0
4888,2
4889,0
4890,0
4891,1
4892,0
4893,1
4894,1
4895,0
4896,0
4897,0
4898,1
4899,0
4900,1
4901,1
4902,0
4903,0
4904,1
4905,1
4906,0
4907,1
4908,2
4909,2
4910,1
4911,1
4912,0
4913,0
4914,0
4915,1
4916,0
4917,2
4918,0
4919,0
4920,0
4921,2
4922,1
4923,1
4924,1
4925,1
4926,0
4927,1
4928,2
4929,1
4930,2
4931,1
4932,2
4933,2
4934,2
4935,1
4936,1
4937,2
4938,2
4939,2
4940,0
4941,2
4942,1
4943,2
4944,2
4945,2
4946,2
4947,0
4948,2
4949,2
4950,0
4951,0
4952,1
4953,1
4954,2
4955,2
4956,0
4957,0
4958,0
4959,1
4960,2
4961,0
4962,1
4963,2
4964,0
4965,2
4966,1
4967,2
4968,0
4969,2
4970,1
4971,2
4972,0
4973,1
4974,1
4975,0
4976,1
4977,1
4978,2
4979,1
4980,2
4981,0
4982,2
4983,1
4984,0
4985,0
4986,1
4987,0
4988,0
4989,0
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0
4996,0
4997,1
4998,1
4999,2
5000,2
5001,0
5002,0
5003,1
5004,1
5005,1
5006,1
5007,0
5008,0
5009,1
5010,1
5011,1
5012,2
5013,1
5014,1
5015,0
5016,1
5017,1
5018,2
5019,1
5020,0
5021,1
5022,1
5023,2
5024,0
5025,2
5026,1
5027,0
5028,0
5029,1
5030,1
5031,2
5032,1
5033,1
5034,1
5035,1
5036,1
5037,0
5038,2
5039,1
5040,0
5041,1
5042,1
5043,1
5044,1
5045,2
5046,2
5047,1
5048,1
5049,0
5050,2
5051,1
5052,1
5053,1
5054,0
5055,0
5056,1
5057,0
5058,1
5059,1
5060,1
5061,1
5062,1
5063,1
5064,1
5065,1
5066,0
5067,1
5068,1
5069,1
5070,1
5071,0
5072,0
5073,1
5074,1
5075,1
5076,2
5077,1
5078,0
5079,0
5080,1
5081,1
5082,1
5083,1
5084,1
5085,2
5086,1
5087,1
5088,1
5089,2
5090,2
5091,0
5092,1
5093,0
5094,1
5095,1
5096,0
5097,1
5098,2
5099,2
5100,0
5101,2
5102,0
5103,1
5104,0
5105,1
5106,1
5107,1
5108,1
5109,0
5110,1
5111,1
5112,1
5113,1
5114,2
5115,1
5116,0
5117,1
5118,1
5119,0
5120,1
5121,2
5122,0
5123,1
5124,0
5125,1
5126,1
5127,2
5128,1
5129,0
5130,1
5131,2
5132,1
5133,1
5134,1
5135,1
5136,1
5137,1
5138,1
5139,2
5140,1
5141,0
5142,1
5143,1
5144,0
5145,1
5146,1
5147,0
5148,2
5149,1
5150,1
5151,1
5152,0
5153,0
5154,2
5155,0
5156,1
5157,2
5158,1
5159,0
5160,0
5161,2
5162,2
5163,2
5164,1
5165,2
5166,0
5167,1
5168,2
5169,2
5170,0
5171,1
5172,0
5173,1
5174,1
5175,1
5176,1
5177,0
5178,0
5179,1
5180,1
5181,2
5182,1
5183,2
5184,1
5185,2
5186,2
5187,1
5188,2
5189,0
5190,0
5191,2
5192,2
5193,2
5194,0
5195,0
5196,2
5197,0
5198,1
5199,1
5200,1
5201,0
5202,0
5203,2
5204,1
5205,1
5206,2
5207,1
5208,0
5209,1
5210,1
5211,1
5212,2
5213,1
5214,1
5215,0
5216,1
5217,2
5218,0
5219,1
5220,1
5221,1
5222,2
5223,2
5224,2
5225,0
5226,0
5227,1
5228,2
5229,0
5230,2
5231,1
5232,0
5233,0
5234,0
5235,0
5236,0
5237,0
5238,2
5239,0
5240,0
5241,0
5242,0
5243,2
5244,0
5245,0
5246,1
5247,2
5248,0
5249,1
5250,2
5251,0
5252,0
5253,0
5254,0
5255,0
5256,1
5257,2
5258,0
5259,0
5260,0
5261,1
5262,0
5263,2
5264,0
5265,0
5266,0
5267,2
5268,2
5269,0
5270,0
5271,0
5272,1
5273,2
5274,1
5275,0
5276,1
5277,0
5278,0
5279,0
5280,0
5281,2
5282,2
5283,1
5284,0
5285,0
5286,0
5287,0
5288,0
5289,0
5290,0
5291,0
5292,2
5293,2
5294,0
5295,0
5296,0
5297,0
5298,2
5299,0
5300,0
5301,2
5302,2
5303,0
5304,2
5305,0
5306,0
5307,1
5308,0
5309,0
5310,0
5311,0
5312,1
5313,1
5314,0
5315,0
5316,0
5317,0
5318,0
5319,0
5320,0
5321,0
5322,0
5323,0
5324,1
5325,0
5326,0
5327,0
5328,2
5329,1
5330,2
5331,0
5332,0
5333,1
5334,0
5335,0
5336,0
5337,0
5338,0
5339,2
5340,1
5341,1
5342,1
5343,2
5344,1
5345,1
5346,1
5347,2
5348,0
5349,0
5350,0
5351,0
5352,1
5353,0
5354,1
5355,1
5356,0
5357,0
5358,0
5359,0
5360,1
5361,0
5362,0
5363,0
5364,0
5365,0
5366,2
5367,0
5368,0
5369,0
5370,0
5371,0
5372,1
5373,1
5374,0
5375,0
5376,0
5377,1
5378,1
5379,0
5380,0
5381,2
5382,1
5383,2
5384,0
5385,0
5386,0
5387,2
5388,0
5389,1
5390,0
5391,0
5392,2
5393,0
5394,0
5395,2
5396,0
5397,0
5398,0
5399,1
5400,0
5401,0
5402,1
5403,0
5404,1
5405,1
5406,0
5407,0
5408,1
5409,0
5410,2
5411,2
5412,2
5413,0
5414,1
5415,0
5416,0
5417,0
5418,2
5419,1
5420,2
5421,2
5422,2
5423,2
5424,0
5425,0
5426,0
5427,0
5428,0
5429,0
5430,0
5431,0
5432,1
5433,0
5434,0
5435,0
5436,2
5437,0
5438,0
5439,0
5440,0
5441,2
5442,0
5443,0
5444,0
5445,1
5446,1
5447,0
5448,1
5449,0
5450,0
5451,0
5452,0
5453,0
5454,0
5455,2
5456,2
5457,0
5458,0
5459,1
5460,2
5461,0
5462,0
5463,0
5464,0
5465,0
5466,0
5467,0
5468,1
5469,0
5470,2
5471,0
5472,1
5473,2
5474,0
5475,0
5476,0
5477,0
5478,0
5479,2
5480,0
5481,2
5482,2
5483,2
5484,1
5485,0
5486,0
5487,1
5488,0
5489,0
5490,0
5491,0
5492,2
5493,0
5494,0
5495,0
5496,0
5497,2
5498,1
5499,0
5500,0
5501,1
5502,0
5503,2
5504,0
5505,0
5506,1
5507,1
5508,2
5509,2
5510,2
5511,0
5512,1
5513,1
5514,0
5515,0
5516,0
5517,2
5518,1
5519,0
5520,0
5521,2
5522,0
5523,2
5524,0
5525,0
5526,2
5527,1
5528,0
5529,0
5530,1
5531,0
5532,1
5533,0
5534,0
5535,0
5536,0
5537,0
5538,0
5539,1
5540,2
5541,0
5542,0
5543,1
5544,0
5545,2
5546,0
5547,2
5548,0
5549,0
5550,0
5551,2
5552,0
5553,2
5554,0
5555,1
5556,2
5557,0
5558,1
5559,1
5560,0
5561,0
5562,2
5563,0
5564,2
5565,0
5566,0
5567,2
5568,2
5569,0
5570,0
5571,0
5572,1
5573,2
5574,1
5575,0
5576,0
5577,0
5578,1
5579,0
5580,0
5581,0
5582,1
5583,0
5584,0
5585,0
5586,0
5587,0
5588,1
5589,2
5590,2
5591,0
5592,0
5593,1
5594,2
5595,0
5596,2
5597,2
5598,1
5599,2
5600,2
5601,2
5602,0
5603,2
5604,2
5605,0
5606,1
5607,1
5608,2
5609,2
5610,0
5611,1
5612,2
5613,2
5614,2
5615,1
5616,1
5617,1
5618,1
5619,1
5620,0
5621,0
5622,2
5623,2
5624,2
5625,0
5626,0
5627,1
5628,1
5629,0
5630,1
5631,0
5632,0
5633,0
5634,1
5635,2
5636,0
5637,2
5638,0
5639,1
5640,1
5641,0
5642,1
5643,1
5644,0
5645,0
5646,1
5647,0
5648,0
5649,2
5650,0
5651,0
5652,0
5653,2
5654,1
5655,1
5656,0
5657,2
5658,1
5659,2
5660,1
5661,2
5662,1
5663,0
5664,0
5665,0
5666,2
5667,1
5668,0
5669,0
5670,0
5671,1
5672,0
5673,0
5674,0
5675,1
5676,0
5677,0
5678,0
5679,2
5680,1
5681,1
5682,2
5683,1
5684,1
5685,0
5686,0
5687,2
5688,2
5689,2
5690,2
5691,0
5692,1
5693,1
5694,0
5695,0
5696,0
5697,0
5698,1
5699,0
5700,0
5701,0
5702,2
5703,1
5704,1
5705,1
5706,1
5707,2
5708,2
5709,0
5710,1
5711,2
5712,0
5713,2
5714,1
5715,1
5716,1
5717,1
5718,1
5719,1
5720,1
5721,1
5722,2
5723,0
5724,2
5725,1
5726,0
5727,2
5728,1
5729,2
5730,1
5731,2
5732,2
5733,2
5734,1
5735,2
5736,1
5737,1
5738,1
5739,1
5740,1
5741,0
5742,0
5743,2
5744,1
5745,1
5746,0
5747,0
5748,0
5749,0
5750,0
5751,0
5752,0
5753,2
5754,2
5755,2
5756,0
5757,2
5758,2
5759,2
5760,2
5761,1
5762,0
5763,0
5764,1
5765,1
5766,0
5767,2
5768,0
5769,1
5770,0
5771,0
5772,0
5773,1
5774,0
5775,2
5776,1
5777,1
5778,1
5779,0
5780,2
5781,2
5782,1
5783,1
5784,0
5785,0
5786,2
5787,2
5788,0
5789,0
5790,2
5791,2
5792,2
5793,0
5794,0
5795,1
5796,1
